,Unnamed: 0,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,CDC_Name,CDC_Street,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_Name,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,GrossApproval,ApprovalDate,ApprovalFiscalYear,DeliveryMethod,subpgmdesc,InitialInterestRate,TermInMonths,NaicsCode,NaicsDescription,ProjectCounty,ProjectState,BusinessType,LoanStatus,ChargeOffDate,GrossChargeOffAmount,target,Borrgsp,unemploy_bow,unemploy_pro,strdate,SP500,borrCDC,borrthird,borrpro,total,severity,termint,age,CDC_Zip_dm,ThirdPartyDollars_dm,InitialInterestRate_dm,count,diff,target1,target5,age1,age5
29503,38555,24722,1437 EAST PRIMROSE,6164,25,65807,230,176,112,25,65109,0,0,1,0.0,11.744045122410053,2000-03-08,10,0,2,0.0,240,0,0,561,26,2,PIF,,0.0,0,12.140455142500944,3.583333333333333,3.583333333333333,2000/03/08,7.220885740060933,1,0,1,126000.0,0.0,1,4713,0,1,1,1,2170,0,0,2535,3996
45815,73824,23471,9425 DOUBLE R BLVD STE E,5450,34,89521,184,88,125,34,89144,2316,1303,50,12.748399843328054,12.546113507028412,2005-07-07,15,2,2,0.0,240,674,648,1448,35,1,CHGOFF,2011-04-27,257643.0,1,11.677228152625075,4.091666666666667,4.091666666666667,2005/07/07,7.0891347212922415,1,0,1,625000.0,0.41222879999999995,1,2120,0,0,1,1,223,0,0,588,2049
27099,35026,18774,3714 ILLINOIS AVENUE,6199,15,60174,247,262,49,15,60605,0,0,1,0.0,11.938199736300927,1999-06-16,9,0,2,0.0,240,0,0,708,16,1,PIF,,0.0,0,13.037509162974727,4.366666666666666,4.366666666666666,1999/06/16,7.193993835566026,1,0,1,153000.0,0.0,1,4979,0,1,1,1,2436,0,0,2801,4262
13924,16848,1401,850 SOUTH MAIN STREET,5706,46,84111,179,150,210,46,84109,0,0,1,0.0,11.891368749982085,1996-01-17,6,0,2,0.0,240,884,242,1213,48,1,PIF,,0.0,0,10.859325867212783,3.35,3.35,1996/01/17,6.409138152313436,1,0,1,146000.0,0.0,1,6225,0,1,1,1,3682,0,0,4047,5508
16525,20204,38778,3359 SOUTHWEST LOOP 820,2200,45,76133,8,42,85,45,76104,0,0,1,0.0,12.628070334272698,1996-07-18,6,0,2,0.0,240,663,338,1344,47,1,CHGOFF,2001-01-25,0.0,1,13.220421596070564,5.691666666666666,5.691666666666666,1996/07/18,6.4685679103660485,1,0,1,305000.0,0.0,1,1652,0,1,1,1,3499,1,1,3864,5325
44704,70615,3821,3450 N.E. RALPH POWELL ROAD,3526,25,64064,230,176,112,25,65109,542,707,31,13.58231793342203,13.543703147003882,2005-03-11,15,2,2,0.0,240,969,621,683,26,1,PIF,,0.0,0,12.317158191881056,5.375,5.375,2005/03/11,7.0909763943852315,1,1,1,1554000.0,0.0,1,2884,0,0,1,1,341,0,0,706,2167
7051,8191,33620,229 E. FRONT STREET,558,15,61701,245,145,227,15,62704,0,0,1,0.0,12.144202560946875,1994-01-14,4,0,2,0.0,240,666,427,877,16,1,PIF,,0.0,0,12.759878732645626,5.75,5.75,1994/01/14,6.165228769129068,1,0,1,188000.0,0.0,1,6958,0,1,1,1,4415,0,0,4780,6241
29298,38261,47009,7500 BURLINGTON,4828,30,68127,182,223,132,30,68526,0,0,1,0.0,13.560619598657231,2000-02-10,10,0,2,0.0,240,0,0,428,31,1,PIF,,0.0,0,10.94207909951549,2.833333333333333,2.833333333333333,2000/02/10,7.25688278170667,1,0,1,775000.0,0.0,1,4740,0,1,1,1,2197,0,0,2562,4023
7673,8938,12839,20542 PLUMMER STREET,1079,4,91311,41,218,61,5,95616,0,0,1,0.0,12.966880811009805,1994-04-05,4,0,2,0.0,240,0,0,813,5,1,PIF,,0.0,0,13.666268975443694,8.591666666666667,8.591666666666667,1994/04/05,6.107668579016052,1,0,1,428000.0,0.0,1,6877,0,1,1,1,4334,0,0,4699,6160
41107,60938,20310,3001 LAKE VILLA DRIVE,4062,19,70002,143,180,146,19,70002,1740,126,4,11.33261388681514,11.050905878263569,2004-01-28,14,0,2,0.0,240,1002,160,687,20,3,PIF,,0.0,0,12.042813442097248,5.916666666666668,5.916666666666668,2004/01/28,7.029512611094048,1,0,1,146500.0,0.0,1,3292,0,0,1,1,749,0,0,1114,2575
47728,79753,4312,11139-11149 NW 122 STREET,4069,9,33178,112,275,122,10,33467,260,1248,9,13.592368256649284,13.058360179622305,2006-02-13,16,2,2,0.0,240,590,504,373,10,1,CHGOFF,2010-04-27,431789.0,1,13.520421387233336,3.2416666666666663,3.2416666666666663,2006/02/13,7.141925797210442,1,0,1,1269000.0,0.3402592592592593,1,1534,0,0,1,1,2,0,1,367,1828
23369,29650,11567,200 RALEY ROAD,5259,10,31407,69,238,34,11,31520,0,0,1,0.0,13.677398403939607,1998-06-09,8,0,2,0.0,240,0,0,256,11,1,PIF,,0.0,0,12.487092197601688,4.283333333333334,4.283333333333334,1998/06/09,7.020557070147655,1,0,1,871000.0,0.0,1,5351,0,1,1,1,2808,0,0,3173,4634
35689,49048,14595,1741 IVAR AVENUE,3681,4,90028,41,218,61,5,95616,0,0,1,0.0,14.047416407968154,2002-04-02,12,3,3,0.0,240,779,559,813,5,1,PIF,,0.0,0,14.177672749385989,6.65,6.65,2002/04/02,7.036816704924407,1,0,1,1261000.0,0.0,1,3958,0,1,1,1,1415,0,0,1780,3241
33806,45567,31517,9009 BELLANCA AVENUE,3681,4,90045,41,218,61,5,95616,0,0,1,0.0,13.495306671216452,2001-08-07,11,3,3,0.0,240,850,747,813,5,1,PIF,,0.0,0,14.140569481237971,5.433333333333334,5.433333333333334,2001/08/07,7.0945667609593475,1,0,1,726000.0,0.0,1,4196,0,1,1,1,1653,0,0,2018,3479
1947,2264,34704,1532 ESTHER STREET,3659,4,90813,4,19,136,5,90802,0,0,1,0.0,13.02805489573287,1991-07-03,1,0,2,0.0,240,565,334,813,5,3,PIF,,0.0,0,13.579847210045292,7.716666666666666,7.716666666666666,1991/07/03,5.925137726582469,1,0,1,455000.0,0.0,1,7884,0,1,1,1,5341,0,0,5706,7167
25773,33111,38310,6121-6125 ZUMSTEIN DRIVE,1283,36,43229,74,306,55,36,43215,0,0,1,0.0,13.776770769148342,1999-02-08,9,2,2,0.0,240,0,0,497,37,1,CHGOFF,2007-02-08,867744.0,1,12.837439630605537,4.283333333333333,4.283333333333333,1999/02/08,7.126706068943868,1,0,1,962000.0,0.90202079002079,1,2922,0,1,1,1,2564,1,1,2929,4390
37817,53399,41939,327 E FIR AVENUE,2250,4,93720,53,241,88,5,93711,2185,264,9,15.096444681204078,14.076335946661901,2002-12-26,13,0,2,0.0,240,1022,426,503,5,3,PIF,,0.0,0,14.239008754802114,6.799999999999998,6.799999999999998,2002/12/26,6.791962730615874,1,1,1,4898000.0,0.0,1,3690,0,0,1,1,1147,0,0,1512,2973
27960,36284,8836,800 KINNER STREET,985,5,80104,72,245,63,6,80202,0,0,1,0.0,12.144202560946875,1999-09-07,9,2,2,0.0,240,910,1016,428,6,1,PIF,,0.0,0,12.009009767394595,3.075,3.075,1999/09/07,7.2089333328443335,1,0,1,188000.0,0.0,1,4896,0,1,1,1,2353,0,0,2718,4179
35409,48518,39813,1517 32ND AVENUE SW,2079,29,58103,89,213,80,29,58104,0,0,1,0.0,12.570719231334277,2002-03-01,12,2,2,0.0,240,969,621,230,30,2,PIF,,0.0,0,9.913932810397666,3.7416666666666663,3.7416666666666663,2002/03/01,7.0324300930171,1,0,1,288000.0,0.0,1,3990,0,1,1,1,1447,0,0,1812,3273
27458,35518,19112,"6830 ESCONDIDO ST.,BLDG 5",3479,34,89118,184,88,125,34,89144,0,0,1,0.0,13.527829818844936,1999-07-15,9,2,2,0.0,240,874,306,293,35,1,PIF,,0.0,0,11.177954700575222,4.0,4.0,1999/07/15,7.251784599492843,1,0,1,750000.0,0.0,1,4950,0,1,1,1,2407,0,0,2772,4233
35032,47792,41182,443 INYOKERN ROAD,5481,4,93555,167,91,22,5,93301,0,0,1,0.0,11.652696102959752,2002-01-07,12,0,2,0.0,240,874,306,723,5,1,PIF,,0.0,0,14.177672749385989,6.65,6.65,2002/01/07,7.061240035703242,1,0,1,115000.0,0.0,1,4043,0,1,1,1,1500,0,0,1865,3326
37534,52833,8379,3700 OMEC CIRCLE,5382,4,95742,231,329,63,6,80202,194,251,34,13.910821646859095,13.717898831632498,2002-11-22,13,3,3,0.0,240,515,91,1187,5,1,PIF,,0.0,0,14.239008754802114,6.799999999999998,6.799999999999998,2002/11/22,6.836849852584606,0,0,1,2007000.0,0.0,1,3724,0,0,1,1,1181,0,0,1546,3007
13036,15739,20747,139 DAYS INN DRIVE,3312,18,42055,79,75,129,18,40505,0,0,1,0.0,13.077368103521614,1995-10-20,6,0,2,0.0,240,0,0,828,19,1,PIF,,0.0,0,11.47851826823625,5.45,5.45,1995/10/20,6.3775089923622605,1,0,1,478000.0,0.0,1,6314,0,1,1,1,3771,0,0,4136,5597
9742,11508,51472,5399 BELLS FERRY ROAD STE 1&,22,10,30101,181,240,59,11,30720,0,0,1,0.0,12.170450649220747,1994-11-17,5,0,2,0.0,240,0,0,265,11,1,PIF,,0.0,0,12.22292042135336,4.825,4.825,1994/11/17,6.141112261644608,1,0,1,193000.0,0.0,1,6651,0,1,1,1,4108,0,0,4473,5934
30367,39867,35598,2701 FOURTH STREET NW,63,33,87107,106,273,6,33,87109,0,0,1,0.0,12.429220196836386,2000-06-23,10,0,2,0.0,240,543,442,120,34,1,PIF,,0.0,0,10.919332174199042,4.924999999999999,4.924999999999999,2000/06/23,7.274119119603102,1,0,1,250000.0,0.0,1,4606,0,1,1,1,2063,0,0,2428,3889
28851,37612,40719,1643 W. NORTH AVENUE,1113,15,60622,247,262,49,15,60605,0,0,1,0.0,12.154784614286669,1999-12-14,10,0,2,0.0,240,0,0,337,16,1,PIF,,0.0,0,13.096458114851105,4.333333333333333,4.333333333333333,1999/12/14,7.247201691212168,1,0,1,190000.0,0.0,1,4798,0,1,1,1,2255,0,0,2620,4081
22551,28516,32972,HIGHWAY 9,1449,10,30030,242,228,92,11,30501,0,0,1,0.0,13.393917592315306,1998-03-24,8,0,2,0.0,240,0,0,493,11,1,PIF,,0.0,0,12.487092197601688,4.283333333333334,4.283333333333334,1998/03/24,7.009092734575128,1,0,1,656000.0,0.0,1,5428,0,1,1,1,2885,0,0,3250,4711
23068,29237,43270,13754 SATICOY STREET,6772,4,91402,41,218,61,5,95616,0,0,1,0.0,11.891368749982085,1998-05-08,8,0,2,0.0,240,387,506,813,5,1,PIF,,0.0,0,13.953394738447546,5.95,5.95,1998/05/08,7.011340232762504,1,0,1,146000.0,0.0,1,5383,0,1,1,1,2840,0,0,3205,4666
42920,65731,42041,684-690 SOUTH MYERS STREET,3681,4,90023,38,146,212,5,92106,2194,339,42,12.959846800844964,12.768544351446796,2004-08-02,14,3,3,0.0,240,1008,717,813,5,1,PIF,,0.0,0,14.30545032275043,6.208333333333332,6.208333333333332,2004/08/02,7.009968843679907,1,0,1,776000.0,0.0,1,3105,0,0,1,1,562,0,0,927,2388
46700,76494,49467,2809 TWEEDY BOULEVARD,6082,4,90280,38,146,212,5,92106,194,251,34,13.34550852871726,13.151924121391561,2005-10-04,16,3,3,0.0,240,969,621,813,5,1,PIF,,0.0,0,14.44397963431205,4.916666666666666,4.916666666666666,2005/10/04,7.102886088391358,1,0,1,1140000.0,0.0,1,2677,0,0,1,1,134,0,0,499,1960
2061,2394,5096,3 SUNSET DRIVE,3485,35,12210,105,233,5,35,12207,0,0,1,0.0,11.552155793461898,1991-07-31,1,0,2,0.0,240,0,0,17,36,3,PIF,,0.0,0,13.117023143704712,7.249999999999999,7.249999999999999,1991/07/31,5.9630907872762355,1,0,1,104000.0,0.0,1,7856,0,1,1,1,5313,0,0,5678,7139
15745,19190,40849,28326 WESTERN AVE.,5389,4,90731,4,19,136,5,90802,0,0,1,0.0,12.906694322315321,1996-05-21,6,0,2,0.0,240,532,546,813,5,1,PIF,,0.0,0,13.779040019611086,7.258333333333335,7.258333333333335,1996/05/21,6.512873979255698,1,0,1,403000.0,0.0,1,6100,0,1,1,1,3557,0,0,3922,5383
35556,48800,30383,830 POINSETTIA,5780,4,92701,261,203,215,5,92705,0,0,1,0.0,12.524530013005734,2002-03-19,12,2,2,0.0,240,313,642,1013,5,1,PIF,,0.0,0,14.177672749385989,6.65,6.65,2002/03/19,7.065861017813594,1,0,1,275000.0,0.0,1,3972,0,1,1,1,1429,0,0,1794,3255
28902,37683,8991,1001 S. HIGHWAY 67,1008,45,75104,192,261,183,45,75074,0,0,1,0.0,12.468440756144116,1999-12-17,10,2,2,0.0,240,0,0,376,47,1,PIF,,0.0,0,13.512879977891732,4.275,4.275,1999/12/17,7.259840727580441,1,0,1,260000.0,0.0,1,4795,0,1,1,1,2252,0,0,2617,4078
15966,19477,39276,RR 1 BOX 151,2047,24,55332,173,267,229,24,56301,0,0,1,0.0,12.567240979056244,1996-06-06,6,0,2,0.0,120,14,417,1140,25,1,PIF,,0.0,0,11.890548556316965,3.941666666666667,3.941666666666667,1996/06/06,6.513274663332296,1,0,1,287000.0,0.0,1,6084,0,1,1,1,3541,0,0,3906,5367
27545,35657,49307,HIGHWAY 90 BYPASS,4217,18,42633,43,207,138,18,40202,0,0,1,0.0,13.740788089353964,1999-07-26,9,0,2,0.0,240,0,0,1455,19,1,CHGOFF,2013-01-24,649087.0,1,11.654941386962856,4.5,4.5,1999/07/26,7.206940938231551,1,0,1,928000.0,0.6994471982758621,1,4931,0,1,1,1,2396,0,0,2761,4222
1000,1179,27462,"7964 ARJONS, SUITE G",5721,4,92126,38,146,212,5,92106,0,0,1,0.0,11.970356641103,1990-09-27,0,0,2,0.0,240,0,0,1218,5,1,CHGOFF,1997-04-21,0.0,1,13.558630527556053,5.783333333333334,5.783333333333334,1990/09/27,5.710327678003791,1,0,1,158000.0,0.0,1,2398,0,1,1,1,5620,1,1,5985,7446
7455,8675,20801,E. LIBERTY & S. MAIN STREETS,2944,36,44425,160,219,274,36,44505,0,0,1,0.0,12.742568940017073,1994-03-14,4,0,2,0.0,240,673,405,1385,37,1,PIF,,0.0,0,12.549398840027266,5.566666666666666,5.566666666666666,1994/03/14,6.1493013142461335,1,0,1,342000.0,0.0,1,6899,0,1,1,1,4356,0,0,4721,6182
6189,7138,22845,1000 EDWARDS AVENUE,2663,19,70123,143,180,146,19,70002,0,0,1,0.0,13.698977865303194,1993-09-20,3,0,2,0.0,240,0,0,687,20,1,PIF,,0.0,0,11.470721265644874,7.641666666666667,7.641666666666667,1993/09/20,6.1226024263132635,1,0,1,890000.0,0.0,1,7074,0,1,1,1,4531,0,0,4896,6357
28863,37626,658,2640 N SECOND ST,2250,4,93721,53,241,88,5,93711,0,0,1,0.0,13.815511557963774,1999-12-14,10,0,2,0.0,240,0,0,503,5,1,PIF,,0.0,0,14.127808654707765,4.958333333333333,4.958333333333333,1999/12/14,7.247201691212168,1,0,1,1000000.0,0.0,1,4798,0,1,1,1,2255,0,0,2620,4081
5597,6433,23018,6505 E 82ND ST #209,3035,16,46250,257,127,199,24,55904,0,0,1,0.0,12.948012371209098,1993-06-25,3,0,2,0.0,240,0,0,1008,25,1,PIF,,0.0,0,11.791384132294304,5.4,4.9750000000000005,1993/06/25,6.106131635461053,0,0,0,420000.0,0.0,1,7161,0,1,1,1,4618,0,0,4983,6444
10276,12200,29260,836 HIGHWAY 52E,2754,1,35080,258,296,156,2,36117,0,0,1,0.0,12.180759965737865,1995-01-23,5,0,2,0.0,240,0,0,1270,2,1,PIF,,0.0,0,11.47022775406003,5.95,5.95,1995/01/23,6.1459437593911135,1,0,1,195000.0,0.0,1,6584,0,1,1,1,4041,0,0,4406,5867
24656,31491,1825,4770 EAST 50TH STREET,6797,4,90058,153,18,137,5,90017,0,0,1,0.0,13.815511557963774,1998-09-30,8,0,2,0.0,240,489,609,813,5,1,PIF,,0.0,0,13.953394738447546,5.95,5.95,1998/09/30,6.925605030068017,1,0,1,1000000.0,0.0,1,5238,0,1,1,1,2695,0,0,3060,4521
33774,45508,8462,4635 S 33RD ST,5117,3,85040,262,172,179,4,85012,0,0,1,0.0,12.637858308703688,2001-08-02,11,3,3,0.0,240,938,471,847,4,1,PIF,,0.0,0,12.052193928717625,4.775000000000001,4.775000000000001,2001/08/02,7.1080395361502635,1,0,1,308000.0,0.0,1,4201,0,1,1,1,1658,0,0,2023,3484
41176,61121,48915,4470 NORTHCHASE BLVD.,4212,1,36110,258,296,156,2,36117,2203,755,15,13.793777087790152,13.468787359304864,2004-02-04,14,0,2,0.0,240,1022,426,927,2,1,CHGOFF,2010-08-29,607027.0,1,11.894956118674967,5.7,5.7,2004/02/04,7.0277758273167565,1,0,1,1685500.0,0.36014654405221,1,2398,0,0,1,1,742,0,1,1107,2568
40000,58214,35704,2600 S. CLAIBORNE AVE,4507,19,70125,187,175,164,19,70130,1161,738,25,11.37940550085183,10.896757843893464,2003-09-11,13,0,2,0.0,120,1029,370,1016,20,1,CHGOFF,2011-11-25,24841.0,1,11.947059659251602,6.425000000000002,6.425000000000002,2003/09/11,6.925025273438162,1,1,1,141500.0,0.1755547703180212,1,2997,0,0,1,1,888,0,0,1253,2714
10410,12377,10006,4602 RAINBOW,3176,17,66103,230,176,112,25,65109,0,0,1,0.0,11.842236406331557,1995-02-08,5,0,2,0.0,240,59,785,1506,18,1,PIF,,0.0,0,11.086485412670882,4.416666666666667,4.416666666666667,1995/02/08,6.178338231396903,0,0,1,139000.0,0.0,1,6568,0,1,1,1,4025,0,0,4390,5851
12953,15641,51541,7881 COLERAIN AVE.,1149,36,45239,134,100,50,36,45212,0,0,1,0.0,12.694655727828806,1995-10-19,6,0,2,0.0,240,0,0,583,37,1,PIF,,0.0,0,12.647937504436646,4.991666666666666,4.991666666666666,1995/10/19,6.38291528439509,1,0,1,326000.0,0.0,1,6315,0,1,1,1,3772,0,0,4137,5598
21753,27405,4915,5265 LOVELOCK STREET,5721,4,92110,38,146,212,5,92106,0,0,1,0.0,11.8350162104899,1997-12-17,8,0,2,0.0,240,562,249,1218,5,2,PIF,,0.0,0,13.953394738447546,5.95,5.95,1997/12/17,6.873722661476326,1,0,1,138000.0,0.0,1,5525,0,1,1,1,2982,0,0,3347,4808
47050,77562,714,3301 GEARY BLVD,5729,4,94118,178,221,213,5,94133,2316,1303,50,14.178416747305574,13.983564988268704,2005-11-18,16,2,2,0.0,240,663,338,1219,5,1,PIF,,0.0,0,14.44397963431205,4.916666666666666,4.916666666666666,2005/11/18,7.130314675711276,1,0,1,2620500.0,0.0,1,2632,0,0,1,1,89,0,0,454,1915
6303,7273,27064,7272 GOVERNORS DRIVE,2971,1,35806,258,296,156,2,36117,0,0,1,0.0,13.269059483669356,1993-10-01,4,0,2,0.0,240,440,856,833,2,1,PIF,,0.0,0,11.408669894191465,6.191666666666667,6.191666666666667,1993/10/01,6.136170765944049,1,0,1,579000.0,0.0,1,7063,0,1,1,1,4520,0,0,4885,6346
40800,60191,19488,TO BE DETERMINED,249,15,60501,245,145,227,15,62704,70,1276,21,14.403297778421795,13.815511557963774,2003-12-16,14,2,2,0.0,240,1009,824,708,16,1,PIF,,0.0,0,13.233456351083836,6.191666666666667,6.191666666666667,2003/12/16,6.9811265559139875,1,1,1,2800000.0,0.0,1,3335,0,0,1,1,792,0,0,1157,2618
23093,29269,16086,3555 EL CAMINO AVENUE,5673,4,95821,231,329,63,6,80202,0,0,1,0.0,13.767371231953733,1998-05-12,8,3,3,0.0,240,673,405,1187,5,1,PIF,,0.0,0,13.953394738447546,5.95,5.95,1998/05/12,7.018213812734808,0,0,1,953000.0,0.0,1,5379,0,1,1,1,2836,0,0,3201,4662
12702,15329,40004,3942 VALLEY AVE. UNITS M & N,5192,4,94566,178,221,213,5,94133,0,0,1,0.0,11.580593459194764,1995-09-21,5,0,2,0.0,240,0,0,15,5,1,PIF,,0.0,0,13.722932223270822,7.8583333333333325,7.8583333333333325,1995/09/21,6.369900982828227,1,0,1,107000.0,0.0,1,6343,0,1,1,1,3800,0,0,4165,5626
1131,1332,18143,100 BON TEMPS BLVD.,3841,19,70448,187,175,164,19,70130,0,0,1,0.0,11.970356641103,1990-11-05,1,0,2,0.0,240,1019,335,1207,20,1,PIF,,0.0,0,11.472563781157408,7.291666666666665,7.291666666666665,1990/11/05,5.754443890116971,1,0,1,158000.0,0.0,1,8124,0,1,1,1,5581,0,0,5946,7407
45239,72174,20701,270 N 3RD ST,6525,39,18969,91,265,178,39,19131,194,251,34,12.94204221847976,12.881567435377427,2005-05-10,15,0,2,0.0,240,741,1013,927,40,1,CHGOFF,2013-06-26,299474.0,1,13.133472640396535,4.966666666666666,4.966666666666666,2005/05/10,7.062380107240402,1,0,1,810500.0,0.36949290561381865,1,2969,0,0,1,1,281,0,0,646,2107
5235,6011,38705,1208 WASHINGTON BLVD.,4792,46,84404,179,150,210,46,84109,0,0,1,0.0,13.423949834313948,1993-04-29,3,0,2,0.0,240,0,0,1213,48,1,PIF,,0.0,0,10.561846581610355,4.083333333333333,4.083333333333333,1993/04/29,6.086524729756532,1,0,1,676000.0,0.0,1,7218,0,1,1,1,4675,0,0,5040,6501
27319,35323,18597,7217 OLD STATESVILLE ROAD,1068,28,28269,61,58,46,28,28204,0,0,1,0.0,12.089544447235971,1999-07-01,9,2,2,0.0,240,0,0,885,29,1,PIF,,0.0,0,12.483948670469447,3.1916666666666664,3.1916666666666664,1999/07/01,7.231258032127896,1,0,1,178000.0,0.0,1,4964,0,1,1,1,2421,0,0,2786,4247
33410,44870,37259,1312 BARNHART ROAD,6646,36,45373,86,57,62,36,45402,0,0,1,0.0,12.025755079404915,2001-06-26,11,0,2,0.0,240,348,505,897,37,1,PIF,,0.0,0,12.888218280404196,4.3,4.3,2001/06/26,7.10476839273088,1,0,1,167000.0,0.0,1,4238,0,1,1,1,1695,0,0,2060,3521
44608,70341,33290,US ROUTE 50,1914,52,26346,292,319,45,51,25311,627,1519,59,13.060490101343554,12.799402253235032,2005-03-01,15,0,2,0.0,120,192,879,1154,54,1,CHGOFF,2008-12-18,292063.0,1,10.882940859367924,5.1000000000000005,5.1000000000000005,2005/03/01,7.099540277490915,1,1,1,832000.0,0.3510372596153846,1,1388,0,0,1,1,351,0,1,716,2177
26920,34765,29518,5817 GRELOT RD.,4168,1,36609,5,46,29,2,35209,0,0,1,0.0,13.367661298303675,1999-05-28,9,3,3,0.0,240,1063,280,914,2,1,CHGOFF,2003-04-29,0.0,1,11.652964760183881,4.733333333333332,4.733333333333332,1999/05/28,7.172301749934926,1,0,1,639000.0,0.0,1,1432,0,1,1,1,2455,1,1,2820,4281
42474,64478,21598,1 STAGE COACH ROAD,1724,31,3824,119,321,188,31,3801,228,1239,37,12.936036208848488,12.45293662970407,2004-06-15,14,2,2,0.0,240,1024,103,1166,32,1,CHGOFF,2009-12-16,234206.0,1,10.89910134858716,3.775,3.775,2004/06/15,7.032633095940435,1,1,1,671000.0,0.3490402384500745,1,2010,0,0,1,1,610,0,1,975,2436
1292,1518,6738,207 COMMISSION BLVD.,3369,19,70508,156,167,121,19,70508,0,0,1,0.0,12.283038316285214,1990-12-28,1,0,2,0.0,240,0,0,754,20,2,PIF,,0.0,0,11.472563781157408,7.291666666666665,7.291666666666665,1990/12/28,5.798243812477902,1,0,1,216000.0,0.0,1,8071,0,1,1,1,5528,0,0,5893,7354
26469,34132,33242,1240 QUARRY STREET,1350,4,91719,38,146,212,5,92106,0,0,1,0.0,13.747232787874218,1999-04-20,9,0,2,0.0,240,548,994,1155,5,1,PIF,,0.0,0,14.03632660273537,5.233333333333333,5.233333333333333,1999/04/20,7.1756198076864885,1,0,1,934000.0,0.0,1,5036,0,1,1,1,2493,0,0,2858,4319
16516,20195,2919,"648 BOND, N.W.",2485,23,49503,104,64,91,23,49505,0,0,1,0.0,13.054086677976365,1996-07-18,6,0,2,0.0,240,0,0,720,24,1,PIF,,0.0,0,12.507364310908349,4.891666666666667,4.891666666666667,1996/07/18,6.4685679103660485,1,0,1,467000.0,0.0,1,6042,0,1,1,1,3499,0,0,3864,5325
41174,61115,29894,35 MONHEGAN STREET,1206,32,7013,186,119,82,32,7024,1800,1538,14,13.42246945133505,13.232116033476537,2004-02-04,14,0,2,0.0,240,365,40,1042,33,1,CHGOFF,2008-02-14,328743.0,1,12.954867613397019,4.841666666666666,4.841666666666666,2004/02/04,7.0277758273167565,1,0,1,1233000.0,0.2666204379562044,1,1471,0,0,1,1,742,0,1,1107,2568
2602,3007,17409,ELEVEN THE PINES OFFICE CTR,1413,25,63146,34,291,233,25,63105,0,0,1,0.0,10.950824090522444,1991-11-29,2,0,2,0.0,240,0,0,1201,26,2,PIF,,0.0,0,11.655200767945956,6.191666666666667,6.191666666666667,1991/11/29,5.9301740813228925,1,0,1,57000.0,0.0,1,7735,0,1,1,1,5192,0,0,5557,7018
802,942,5202,445 PORTAL STREET,1364,4,94952,21,101,260,5,94596,0,0,1,0.0,12.653961664405365,1990-08-09,0,0,2,0.0,240,0,0,1292,5,1,PIF,,0.0,0,13.558630527556053,5.783333333333334,5.783333333333334,1990/08/09,5.8317065145889115,1,0,1,313000.0,0.0,1,8212,0,1,1,1,5669,0,0,6034,7495
16668,20379,33559,403 OAKWOOD ROAD,2968,35,11746,152,225,27,35,11714,0,0,1,0.0,13.159661088928445,1996-07-29,6,0,2,0.0,240,0,0,1321,36,1,PIF,,0.0,0,13.337723758275953,6.258333333333334,6.258333333333334,1996/07/29,6.4487469362153975,1,0,1,519000.0,0.0,1,6031,0,1,1,1,3488,0,0,3853,5314
37871,53501,28221,1007 COTTONWOOD DR.,3694,36,45140,134,100,50,36,45212,0,0,1,0.0,12.409017571151187,2003-01-03,13,2,2,0.0,240,885,194,583,37,1,PIF,,0.0,0,12.959647958015445,6.25,6.25,2003/01/03,6.812993978216149,1,0,1,245000.0,0.0,1,3682,0,1,1,1,1139,0,0,1504,2965
40773,60128,22378,4705 COLUMBUS STREET,6831,47,23462,275,235,165,47,23510,2292,1003,55,14.457364970452321,13.489781802915553,2003-12-12,14,0,2,0.0,240,865,616,1421,49,1,PIF,,0.0,0,12.713647792214761,3.8000000000000007,3.8000000000000007,2003/12/12,6.98020617859205,1,1,1,2622000.0,0.0,1,3339,0,0,1,1,796,0,0,1161,2622
4275,4908,14356,1201 S. SANTA FE,5315,5,81004,232,27,190,6,81003,0,0,1,0.0,12.396697137361693,1992-10-29,3,0,2,0.0,240,0,0,1114,6,2,PIF,,0.0,0,11.468552381122324,5.324999999999998,5.324999999999998,1992/10/29,6.044673469882303,1,0,1,242000.0,0.0,1,7400,0,1,1,1,4857,0,0,5222,6683
7586,8835,22929,470 EAST NORTHFIELD DRIVE,727,16,46112,212,83,109,16,46204,0,0,1,0.0,12.660331092405903,1994-03-28,4,0,2,0.0,240,396,829,615,17,1,PIF,,0.0,0,11.872948198801634,4.85,4.85,1994/03/28,6.133398042996649,1,0,1,315000.0,0.0,1,6885,0,1,1,1,4342,0,0,4707,6168
22822,28895,38850,612 MICHELLE COURT,6109,4,94080,178,221,213,5,94133,0,0,1,0.0,12.660331092405903,1998-04-16,8,0,2,0.0,240,0,0,1225,5,1,PIF,,0.0,0,13.953394738447546,5.95,5.95,1998/04/16,7.0113673065251465,1,0,1,315000.0,0.0,1,5405,0,1,1,1,2862,0,0,3227,4688
